   1.3714048e-01  -2.5175316e-01   5.3652819e-02   1.9978385e-01   1.4683630e-01   1.2265940e-01   2.8309489e-01  -1.6640754e-01   7.8858434e-01
   2.4764570e-01  -1.1838379e-01   1.0584010e-01   3.2989999e-02  -1.5755178e-01   2.3386750e-02  -2.8044903e-01  -1.6571050e-01   8.5193464e-01
   1.9934750e-01   2.0838148e-01   8.4864414e-02   2.8597286e-01  -2.3854777e-01  -2.6629547e-01   1.3871830e-01   2.3970872e-01   8.1985849e-01
   2.3896747e-01   1.9964601e-02   3.3140986e-02  -2.9095759e-01   2.8242038e-02  -1.1500728e-01  -2.5154095e-01   5.9970508e-03   9.2864740e-01
   1.1419269e-01   2.2951686e-02   3.1034043e-01   7.8825772e-02   2.8343756e-01  -2.1947309e-01   3.0670619e-01   2.6146835e-01   8.6460351e-01
  -2.7655262e-01  -3.8587773e-02   2.1954851e-01  -2.9902721e-01  -1.7594588e-01   1.7386229e-01   8.5643162e-02   3.8785612e-02   8.5437558e-01
   2.8057920e-01  -1.1997779e-01  -1.6288328e-01   1.6954514e-01  -2.5533094e-01  -2.0600836e-01  -7.3122925e-02   3.0346839e-01   8.9658185e-01
   1.6406153e-01  -1.9255278e-01   4.6258320e-03   1.2069036e-01   6.8529568e-02   2.8097058e-01   1.4051887e-02  -2.9653876e-01   8.1207908e-01
  -3.0788711e-01   2.3420193e-01  -1.6513998e-01   2.3068169e-01   6.8579786e-02  -1.6959185e-01  -7.7710241e-02  -1.0428964e-01   9.7667298e-01
   1.7270210e-01  -1.8373399e-01  -2.2476781e-01  -2.8641109e-01   2.8427319e-01  -2.7743826e-01   1.9819946e-01   2.1276482e-01   1.0238381e+00
  -2.2733421e-01   1.6836795e-01  -2.2163963e-01  -1.6290434e-01   4.5390091e-02  -1.5298337e-01  -2.0660754e-01   1.7758007e-01   1.0235175e+00
  -1.1526353e-03  -1.8659521e-01   2.0330695e-01   2.7892710e-01   9.2564414e-02  -1.1199508e-01   2.6351706e-01   7.5138624e-02   8.3519762e-01
   1.0553213e-01  -1.6796702e-01   1.8370077e-01   4.3182793e-02   1.3423179e-02   1.4096883e-01  -8.6084648e-02  -6.5395562e-02   8.5600879e-01
  -6.4668689e-02   1.3408150e-02  -9.8337670e-02   6.5292002e-02   3.7023122e-02  -1.2604816e-01   1.9290236e-01  -1.7409934e-01   8.9873559e-01
   1.0440942e-01  -2.1558151e-01  -2.8348976e-01  -3.0979111e-01   2.1226406e-01   1.9863308e-01  -1.3602630e-02  -8.2892591e-03   1.0294468e+00
  -8.4564397e-02   2.3448195e-01  -7.2955087e-02   2.1652942e-01  -7.0637249e-02   1.6974058e-01   8.8538350e-02   1.6913559e-01   8.4730684e-01
  -1.7303592e-02   1.2426977e-01  -3.0669312e-01  -1.0915946e-02  -3.0654295e-01   2.6380868e-01   2.0577045e-01   1.4889616e-01   7.9152276e-01
   9.0017054e-02   7.1310987e-02   1.3390144e-01   4.6999630e-03   1.4453457e-01  -2.1143716e-01   1.1872088e-01  -9.4894980e-02   9.0981968e-01
  -7.4400196e-02  -3.0799214e-01  -1.5552882e-01  -1.7585677e-01   1.1304808e-01   1.4528560e-01  -1.9781642e-01  -2.2750222e-01   1.0104250e+00
